,artists,album,genre,scores,years,labels,dates,reviewer,Release Year,day,month,electronic,pop,r&b,rap,experimental,rock,global,folk,country,jazz,Reissue,Prev1,Prev2,Prev3,Prev4,Prev5,Prev6,Prev7,Prev8,Prev9,Prev10,Wait,Major,MajorIndie,Label Switch,Other
4553,bEEdEEgEE,SUM/ONE,Electronic,6.8,2013,4AD,2013-12-04,Nick Neyland,2013,4,12,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
23,alt-J,RELAXER,Rock,4.5,2017,Canvasback,2017-06-06,Jayson Greene,2017,6,6,0,0,0,0,0,1,0,0,0,0,0,4.0,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
3542,alt-J,This Is All Yours,Rock,4.0,2014,Infectious,2014-09-23,Ian Cohen,2014,23,9,0,0,0,0,0,1,0,0,0,0,0,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
6077,alt-J,An Awesome Wave,Rock,4.8,2012,Canvasback,2012-09-28,Laura Snapes,2012,28,9,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
18294,Zwan,"Mary, Star of the Sea",,4.8,2003,Reprise,2003-01-30,Ryan Schreiber,2003,30,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
6419,Zulu Winter,Language,ElectronicRock,4.9,2012,Arts & Crafts,2012-06-21,Laura Snapes,2012,21,6,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10609,Zu,Carboniferous,Experimental,8.0,2009,Ipecac,2009-03-06,Mia Clarke,2009,6,3,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3161,Zs,Xe,Jazz,8.0,2015,Northern Spy,2015-01-29,Grayson Haver Currin,2015,29,1,0,0,0,0,0,0,0,0,0,1,0,7.3,7.8,6.8,7.0,6.5,7.8,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
5291,Zs,Grain,Jazz,7.3,2013,Northern Spy,2013-05-09,Grayson Currin,2013,9,5,0,0,0,0,0,0,0,0,0,1,0,7.8,6.8,7.0,6.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
6125,Zs,Score: The Complete Sextet Works 2002-2007,Jazz,7.8,2012,Northern Spy,2012-09-14,Marc Masters,2012,14,9,0,0,0,0,0,0,0,0,0,1,0,6.8,7.0,6.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
8235,Zs,New Slaves Part II: Essence Implosion!,Jazz,6.8,2011,Social Registry,2011-01-25,Jess Harvell,2011,25,1,0,0,0,0,0,0,0,0,0,1,0,7.0,6.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
9071,Zs,New Slaves,Jazz,7.0,2010,Social Registry,2010-05-14,Joshua Klein,2010,14,5,0,0,0,0,0,0,0,0,0,1,0,6.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
10169,Zs,Music of the Modern White,Jazz,6.5,2009,Social Registry,2009-06-29,Mike Powell,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
12018,Zs,Arms,Jazz,7.8,2007,Planaria,2008-01-25,Robbie Mackey,2007,25,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2032,Zora Jones,100 Ladies EP,Electronic,8.0,2015,Fractal Fantasy,2015-12-04,Philip Sherburne,2015,4,12,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
17153,Zoot Woman,Zoot Woman,ElectronicRock,7.5,2003,Wall of Sound,2004-02-02,PJ Gallagher,2003,2,2,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
17901,Zongamin,Zongamin,Electronic,7.3,2003,XL,2003-05-28,Andrew Bryant,2003,28,5,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
7856,Zomes,Earth Grid,ExperimentalRock,7.0,2011,Thrill Jockey,2011-05-03,Marc Masters,2011,3,5,0,0,0,0,1,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
1032,Zomby,Ultra,Electronic,7.9,2016,Hyperdub,2016-09-06,Philip Sherburne,2016,6,9,1,0,0,0,0,0,0,0,0,0,0,4.9,5.9,7.9,7.5,7.6,6.6,8.3,-1.0,-1.0,-1.0,1.0,0,0,1,1
2195,Zomby,Let's Jam 1 EP,Electronic,4.9,2015,XL,2015-10-15,Andrew Gaerig,2015,15,10,1,0,0,0,0,0,0,0,0,0,0,5.9,7.9,7.5,7.6,6.6,8.3,-1.0,-1.0,-1.0,-1.0,0.0,0,1,0,0
2196,Zomby,Let's Jam 2 EP,Electronic,5.9,2015,XL,2015-10-15,Andrew Gaerig,2015,15,10,1,0,0,0,0,0,0,0,0,0,0,7.9,7.5,7.6,6.6,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,1,0
5143,Zomby,With Love,Electronic,7.9,2013,4AD,2013-06-19,Andrew Gaerig,2013,19,6,1,0,0,0,0,0,0,0,0,0,0,7.5,7.6,6.6,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
7127,Zomby,Nothing EP,Electronic,7.5,2011,4AD,2011-11-30,Andrew Ryce,2011,30,11,1,0,0,0,0,0,0,0,0,0,0,7.6,6.6,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,1,0,0
7609,Zomby,Dedication,Electronic,7.6,2011,4AD,2011-07-12,Jess Harvell,2011,12,7,1,0,0,0,0,0,0,0,0,0,0,6.6,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,1,0
9969,Zomby,One Foot Ahead of the Other,Electronic,6.6,2009,Ramp,2009-08-31,Andrew Gaerig,2009,31,8,1,0,0,0,0,0,0,0,0,0,0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
10802,Zomby,Where Were U in 92?,Electronic,8.3,2008,Werk Discs,2009-01-14,Nate Patrin,2008,14,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2189,Zombi,Shape Shift,Rock,7.2,2015,Relapse,2015-10-16,Saby Reyes-Kulkarni,2015,16,10,0,0,0,0,0,1,0,0,0,0,0,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0,0,0,1
10270,Zombi,Spirit Animal,Rock,5.3,2009,Relapse,2009-06-04,Paul Thompson,2009,4,6,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
8856,Zola JesusLA Vampires,LA Vampires Meets Zola Jesus EP,ElectronicRock,6.6,2010,Not Not Fun,2010-07-15,Larry Fitzmaurice,2010,15,7,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3477,Zola Jesus,Taiga,Electronic,5.9,2014,Mute,2014-10-08,Katherine St. Asaph,2014,8,10,1,0,0,0,0,0,0,0,0,0,0,7.6,7.7,7.9,8.1,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,1,1,0
4944,Zola Jesus,Versions,Electronic,7.6,2013,Sacred Bones,2013-08-15,Jenn Pelly,2013,15,8,1,0,0,0,0,0,0,0,0,0,0,7.7,7.9,8.1,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
7330,Zola Jesus,Conatus,Electronic,7.7,2011,Sacred Bones,2011-10-05,Brian Howe,2011,5,10,1,0,0,0,0,0,0,0,0,0,0,7.9,8.1,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
8542,Zola Jesus,Valusia EP,Electronic,7.9,2010,Sacred Bones,2010-10-15,Zach Kelly,2010,15,10,1,0,0,0,0,0,0,0,0,0,0,8.1,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
9315,Zola Jesus,Stridulum EP,Electronic,8.1,2010,Sacred Bones,2010-03-11,Jason Crock,2010,11,3,1,0,0,0,0,0,0,0,0,0,0,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
9860,Zola Jesus,The Spoils,Electronic,7.6,2009,Sacred Bones,2009-09-30,Jason Crock,2009,30,9,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
5996,Zodiac,Zodiac EP,,6.8,2012,Vase,2012-10-18,Miles Raymer,2012,18,10,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
19340,Zmrzlina,Katastrophe Vol. 3,Rock,5.2,2001,NA/NA,2001-12-19,Dominique Leone,2001,19,12,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
12023,Zillionaire,The Street Lights Have Been Turned Down,,6.8,2008,New Granada,2008-01-24,Ian Cohen,2008,24,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1131,Zhu,Generationwhy,Electronic,4.8,2016,Columbia,2016-08-09,Rebecca Haithcoat,2016,9,8,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
2696,Zhala,Zhala,Pop/R&B,7.1,2015,Konichiwa,2015-06-03,Eric Torres,2015,3,6,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3130,Zex,Fight for Yourself,Rock,7.2,2015,Magic Bullet,2015-02-06,Andy O'Connor,2015,6,2,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10261,Zero Boys,Vicious Circle,MetalRock,7.8,2009,Secretly Canadian,2009-06-08,Joshua Klein,2009,8,6,0,0,0,0,0,1,0,0,0,0,0,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,1,0,0
10262,Zero Boys,History Of,MetalRock,6.6,2009,Secretly Canadian,2009-06-08,Joshua Klein,2009,8,6,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
8831,Zero 7,Record: The Best of Zero 7,Electronic,4.0,2010,Warner Bros.,2010-07-23,Jess Harvell,2010,23,7,1,0,0,0,0,0,0,0,0,0,0,4.0,3.2,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,1,0
9773,Zero 7,Yeah Ghost,Electronic,4.0,2009,Atlantic,2009-10-20,Jess Harvell,2009,20,10,1,0,0,0,0,0,0,0,0,0,0,3.2,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1,0,1,0
14019,Zero 7,The Garden,Electronic,3.2,2006,Warner Bros.,2006-06-16,Mark Pytlik,2006,16,6,1,0,0,0,0,0,0,0,0,0,0,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1,0,1,0
19043,Zero 7,Simple Things,Electronic,5.3,2002,NA/NA,2002-04-15,Rob Mitchum,2002,15,4,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
19427,Zeni Geva,"10,000 Light Years",Rock,6.6,2001,NA/NA,2001-11-13,Dominique Leone,2001,13,11,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1714,ZelooperZ,Bothic,Rap,6.3,2016,Bruiser Brigade,2016-03-15,Matthew Strauss,2016,15,3,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
18655,Zelienople,Pajama Avenue,Rock,7.0,2002,NA/NA,2002-09-02,Nitsuh Abebe,2002,2,9,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3674,Zeitkratzer,Metal Machine Music,,7.6,2014,Karlrecords,2014-08-11,Mark Richardson,2014,11,8,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2737,Zedd,True Colors,Electronic,4.2,2015,Interscope,2015-05-21,Corban Goble,2015,21,5,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
7170,Zed Bias,Biasonic Hotsauce: Birth of the Nanocloud,Electronic,6.0,2011,Tru Thoughts,2011-11-17,Jess Harvell,2011,17,11,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
19036,Zealous Fuel,The Unknown Label,,7.0,2001,NA/NA,2002-04-17,Joe Tangari,2001,17,4,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1659,Zayn,Mind of Mine,Pop/R&B,5.9,2016,RCA,2016-03-29,Brad Nelson,2016,29,3,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
12465,Zap Mama,Supermoon,GlobalPop/R&B,7.7,2007,Heads Up,2007-09-13,Roque Strew,2007,13,9,0,1,1,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
16051,Zane Trow,For Those Who Hear Actual Voices,ElectronicRock,7.8,2004,Room40,2004-12-08,Joe Tangari,2004,8,12,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3606,Zammuto,Anchor,Electronic,5.1,2014,Temporary Residence,2014-09-05,Larry Fitzmaurice,2014,5,9,1,0,0,0,0,0,0,0,0,0,0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
6752,Zammuto,Zammuto,Electronic,8.0,2012,Temporary Residence,2012-03-30,Brian Howe,2012,30,3,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
7156,Zambri,Glossolalia EP,Pop/R&B,4.2,2011,Kanine,2011-11-18,Brian Howe,2011,18,11,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10012,Zak Sally,Fear of Song,Rock,6.0,2009,La Mano,2009-08-12,Ian Cohen,2009,12,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3714,Zackey Force Funk,Money Green Viper,,6.6,2014,Hit + Run,2014-07-30,Nate Patrin,2014,30,7,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2429,Zachary Cale,Duskland,Folk/Country,7.1,2015,No Quarter,2015-08-13,Jayson Greene,2015,13,8,0,0,0,0,0,0,0,1,1,0,0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
4504,Zachary Cale,Blue Rider,Folk/Country,7.9,2013,Electric Ragtime,2013-12-12,Jayson Greene,2013,12,12,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14194,Zach Hill and Mick Barr,Shred Earthship,,6.8,2006,5RC,2006-05-07,Mia Lily Clarke,2006,7,5,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
8550,Zach Hill,Face Tat,Experimental,7.5,2010,Sargent House,2010-10-13,Matthew Murphy,2010,13,10,0,0,0,0,1,0,0,0,0,0,0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
11238,Zach Hill,Astrological Straits,Experimental,6.9,2008,Ipecac,2008-08-26,Marc Masters,2008,26,8,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1716,Zach Cooper,The Sentence,Experimental,6.0,2016,Styles Upon Styles,2016-03-15,Philip Sherburne,2016,15,3,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15740,ZZZZ,Palm Reader,Rock,6.5,2005,Polyvinyl,2005-03-23,Brian Howe,2005,23,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
1212,Z-Ro,Drankin? & Drivin?,Rap,7.2,2016,Deep Entertainment,2016-07-22,Matthew Ramirez,2016,22,7,0,0,0,1,0,0,0,0,0,0,0,4.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,0,0,1,1
10926,Z-Ro,Crack,Rap,4.7,2008,Rap-A-Lot,2008-11-17,Evan McGarvey,2008,17,11,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3525,Z,Visions of Dune,,7.7,2014,Infiné,2014-09-26,Philip Sherburne,2014,26,9,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
4643,Yvette,Process,Experimental,8.1,2013,Godmode,2013-11-06,Stuart Berman,2013,6,11,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
913,Yves Tumor,Serpent Music,Experimental,7.3,2016,Pan,2016-10-06,Andy Beta,2016,6,10,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14323,Yura Yura Teikoku,Sweet Spot,,7.0,2006,Sony,2006-04-04,Cory D. Byrom,2006,4,4,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
4741,Yuppies,Yuppies,ElectronicRock,7.4,2013,Dull Tools,2013-10-08,Jayson Greene,2013,8,10,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3536,Yung Lean,Unknown Memory,Rap,3.6,2014,Self-released,2014-09-24,Jonah Bromwich,2014,24,9,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
13986,Yung Joc,New Joc City,Pop/R&BRap,3.2,2006,Bad Boy,2006-06-26,Tom Breihan,2006,26,6,0,1,1,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1337,Yung,A Youthful Dream,Rock,6.5,2016,Fat Possum,2016-06-18,Ian Cohen,2016,18,6,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1307,Yumi Zouma,Yoncalla,Pop/R&B,7.4,2016,Cascine,2016-06-27,Patrick St. Michel,2016,27,6,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
18571,Yume Bitsu,The Golden Vessyl of Sound,Rock,8.5,2002,K,2002-10-03,Mark Richardson,2002,3,10,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
16219,Yuka Honda,Eucademix,ElectronicExperimental,7.5,2004,Tzadik,2004-10-20,Johnny Loftus,2004,20,10,1,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
19098,Yuji Oniki,Tvi,Pop/R&B,5.0,2001,NA/NA,2002-03-25,Dominique Leone,2001,25,3,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1770,Yuck,Stranger Things,Rock,5.2,2016,Mamé,2016-02-29,Evan Rytlewski,2016,29,2,0,0,0,0,0,1,0,0,0,0,0,5.3,6.1,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
4048,Yuck,Southern Skies EP,Rock,5.3,2014,Self-released,2014-04-29,Ian Cohen,2014,29,4,0,0,0,0,0,1,0,0,0,0,0,6.1,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
4768,Yuck,Glow & Behold,Rock,6.1,2013,Fat Possum/Pharmacy,2013-10-01,Ian Cohen,2013,1,10,0,0,0,0,0,1,0,0,0,0,0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
8149,Yuck,Yuck,Rock,8.1,2011,Fat Possum,2011-02-15,Marc Hogan,2011,15,2,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3004,Yowler,The Offer,Rock,8.0,2015,Double Double Whammy,2015-03-10,Sasha Geffen,2015,10,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2310,Youth Lagoon,Savage Hills Ballroom,Rock,7.2,2015,Fat Possum,2015-09-17,Ian Cohen,2015,17,9,0,0,0,0,0,1,0,0,0,0,0,8.7,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
5565,Youth Lagoon,Wondrous Bughouse,Rock,8.7,2013,Fat Possum,2013-03-04,Ian Cohen,2013,4,3,0,0,0,0,0,1,0,0,0,0,0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
7352,Youth Lagoon,The Year of Hibernation,Rock,8.4,2011,Fat Possum/Lefse,2011-09-29,Mark Richardson,2011,29,9,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15258,Youth Group,Skeleton Jar,Rock,5.1,2005,Epitaph,2005-07-21,Jason Crock,2005,21,7,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1605,Youth Code,Commitment to Complications,ElectronicMetal,7.5,2016,Dais Records,2016-04-13,Andy O'Connor,2016,13,4,1,0,0,0,0,0,0,0,0,0,0,6.8,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
3552,Youth Code,A Place to Stand EP,ElectronicMetal,6.8,2014,Dais Records,2014-09-19,Zoe Camp,2014,19,9,1,0,0,0,0,0,0,0,0,0,0,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
4771,Youth Code,Youth Code,ElectronicMetal,7.2,2013,Dais Records,2013-09-30,Zach Kelly,2013,30,9,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
331,Your Old Droog,Packs,Rap,7.7,2017,Fat Beats,2017-03-16,Matthew Ismael Ruiz,2017,16,3,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
18329,Youngsbower,Relayer,Rock,6.2,2002,VHF,2003-01-22,Andy Beta,2002,22,1,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
